canonical_id,summary,primary_category,secondary_categories,scope,current_status,included_in_current_total,historical_event_ids,incoming_relationship_ids,outgoing_relationship_ids,affected_targets,current_docs,related_adrs,adr_coverage,adr_warranted,reviewer_notes
DEA-CANON-0075,An explicit nullable-pointer-to-non-null-pointer cast of a compile-time-known null is rejected; dynamic nullable pointers remain explicitly unwrap-able with a runtime check.,Type system,Diagnostics and recovery | Language semantics,L0 Stage 1,Retained,Yes,DEA-DEC-0080,,,L0 Stage 1,l0/docs/reference/design-decisions.md,l0/docs/decisions/0007-nullability-and-casts.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0076,L0_CFLAGS supplies default host-C options for compiler build and run operations.,CLI and distribution,,L0,Retained,Yes,DEA-DEC-0081,,,L0 | L0 Stage 1 and Stage 2,docs/specs/compiler/cli-contract.md | l0/docs/specs/compiler/cli-contract.md,docs/decisions/0003-shared-cli-contract.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0077,"Environment C options and command-line C options are additive, with L0_CFLAGS words preceding --c-options words.",CLI and distribution,,L0,Retained,Yes,DEA-DEC-0082,,,L0 | L0 Stage 1 and Stage 2,docs/specs/compiler/cli-contract.md | l0/docs/specs/compiler/cli-contract.md,docs/decisions/0003-shared-cli-contract.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0078,L0_CFLAGS and --c-options use whitespace tokenization without shell-quote parsing.,CLI and distribution,,L0,Retained,Yes,DEA-DEC-0083,,,L0 | L0 Stage 1 and Stage 2,l0/docs/specs/compiler/cli-contract.md,docs/decisions/0003-shared-cli-contract.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0079,Automatic optimization defaults are suppressed by an explicit optimization option from either L0_CFLAGS or --c-options.,CLI and distribution,,L0,Retained,Yes,DEA-DEC-0084,,,L0 | L0 Stage 1 and Stage 2,l0/docs/specs/compiler/cli-contract.md,docs/decisions/0003-shared-cli-contract.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0080,"Stage 1 generated C text is the oracle for the Stage 2 backend, not merely runtime-equivalent C.",Bootstrap and self-hosting,Backend and C emission,L0 Stage 2,Retained,Yes,DEA-DEC-0085,,,L0 Stage 2,l0/docs/reference/c-backend-design.md | l0/docs/specs/compiler/stage1-contract.md,docs/decisions/0001-two-stage-architecture.md | l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0081,The Stage 2 backend boundary consumes AnalysisResult and produces one C99 translation unit.,Backend and C emission,Frontend architecture,L0 Stage 2,Retained,Yes,DEA-DEC-0086,,,L0 Stage 2,l0/docs/reference/architecture.md | l0/docs/reference/c-backend-design.md,l0/docs/decisions/0011-c-emission-strategy.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0082,Equivalent L0 compiler-stage failures reuse the Python Stage 1 diagnostic inventory and codes; genuinely stage-specific failures may add codes.,Diagnostics and recovery,Bootstrap and self-hosting,L0,Retained,Yes,DEA-DEC-0087 | DEA-DEC-0187,DEA-REL-0003,DEA-REL-0003,L0 Stage 2 | Shared L0/L1,docs/specs/compiler/diagnostic-code-catalog.md | l0/docs/specs/compiler/stage1-contract.md,docs/decisions/0001-two-stage-architecture.md | docs/decisions/0005-diagnostic-code-catalog.md,Directly covered,Yes,This folds the earlier backend-specific parity event into the later catalog-wide oracle rule. ADR 0005 directly records Stage 1 as the diagnostic-code inventory oracle; the broader current wording retains that direct coverage.
DEA-CANON-0083,"All path-based file operations live in std.fs; std.io is reserved for standard streams, byte-stream operations, flushing, and printing.",Standard library,,L0,Retained,Yes,DEA-DEC-0088 | DEA-DEC-0135,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Directly covered,Yes,Groups 2 historical events.
DEA-CANON-0084,Portable path manipulation belongs in the public std.path module.,Standard library,Portability,L0,Retained,Yes,DEA-DEC-0089,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0085,"Filesystem metadata crosses the runtime boundary as an RtFileInfo record with existence, kind, optional size, and optional timestamps.",Runtime,ABI and linking | Standard library,L0,Retained,Yes,DEA-DEC-0090,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Partially covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0086,Raw pointer-based standard-stream functions remain outside std.io and are confined to the low-level raw-memory system module.,Standard library,Ownership and memory safety | Runtime,L0,Retained,Yes,DEA-DEC-0091,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Directly covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0087,The low-level raw-memory standard-library module was initially named sys.unsafe.,Standard library,Ownership and memory safety | Runtime,L0,Superseded,No,DEA-DEC-0092,,DEA-REL-0054,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0088,Safe std.io byte operations accept a ByteArray plus explicit start and count rather than a raw pointer.,Standard library,Ownership and memory safety,L0,Retained,Yes,DEA-DEC-0093,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Partially covered,Yes,The module-boundary ADR does not fully record the safe buffer/subrange API contract. Included in the prioritized missing-ADR backlog.
DEA-CANON-0089,"ByteArray is a fixed-capacity byte-specialized wrapper over ArrayBase, not an alias or growable buffer.",Standard library,Ownership and memory safety,L0,Retained,Yes,DEA-DEC-0094,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Partially covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0090,ByteArray owns its backing ArrayBase and its destructor frees both wrapper and storage.,Ownership and memory safety,Standard library,L0,Retained,Yes,DEA-DEC-0095,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/ownership.md | l0/docs/reference/standard-library.md,l0/docs/decisions/0008-arc-ownership-model.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0091,"Raw standard-stream transfers may be partial and report positive bytes, zero for EOF/zero transfer, and -1 for error.",Runtime,Standard library,L0,Retained,Yes,DEA-DEC-0096,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0092,Invalid std.io ByteArray ranges are programmer errors enforced by assertions rather than nullable I/O failures.,Standard library,Language semantics | Ownership and memory safety,L0,Retained,Yes,DEA-DEC-0097,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0093,"Safe stdin reads return a positive count, zero for EOF, and null for I/O error.",Standard library,Language semantics,L0,Retained,Yes,DEA-DEC-0098,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,,Not covered,Yes,The EOF/error/progress result model is a durable public I/O contract. Included in the prioritized missing-ADR backlog.
DEA-CANON-0094,"Safe partial stdout/stderr writes return a transferred count, including zero, and null for I/O error.",Standard library,Language semantics,L0,Retained,Yes,DEA-DEC-0099,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0095,Safe write-all loops until the requested count is written and returns null on I/O error or zero-progress write.,Standard library,Language semantics,L0,Retained,Yes,DEA-DEC-0100,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0096,Zero-length safe standard-stream operations are valid.,Standard library,Language semantics,L0,Retained,Yes,DEA-DEC-0101,,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0097,"When no explicit system root is supplied, source-root precedence is L0_SYSTEM followed by L0_HOME/shared/l0/stdlib; an explicit root suppresses both defaults.",CLI and distribution,Frontend architecture,L0 Stage 2,Retained,Yes,DEA-DEC-0102,,,L0 Stage 2,docs/specs/compiler/cli-contract.md | l0/docs/specs/compiler/cli-contract.md,docs/decisions/0003-shared-cli-contract.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0098,"Stage 2 l0c owns CLI parsing, common input normalization, and dispatch, while build_driver owns host-build/run orchestration.",Frontend architecture,CLI and distribution,L0 Stage 2,Retained,Yes,DEA-DEC-0103,,,L0 Stage 2,l0/docs/reference/architecture.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0099,The Stage 2 compiler initially invokes host tools through std.system.system and deliberately does not introduce a competing general subprocess API.,Runtime,CLI and distribution,L0 Stage 2,Retained,Yes,DEA-DEC-0104,,,L0 Stage 2,l0/docs/reference/architecture.md | l0/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0100,rt_system returns a normalized child command status rather than the raw C system() wait-status word.,Runtime,CLI and distribution,L0,Retained,Yes,DEA-DEC-0105,,,L0 | L0 Stage 2,l0/docs/reference/standard-library.md | l0/docs/specs/compiler/cli-contract.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0101,POSIX shell command construction is the accepted Stage 2 host-execution target for this milestone.,Portability,CLI and distribution | Runtime,L0 Stage 2,Superseded,No,DEA-DEC-0106,,DEA-REL-0022,L0 Stage 2,l0/docs/reference/architecture.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0102,"Stage 1 remains the bootstrap builder, but an installed toolchain contains the self-hosted Stage 2 compiler produced by the bootstrap compiler rather than the initial Stage-1-built artifact.",Bootstrap and self-hosting,CLI and distribution,L0 Stage 2,Retained,Yes,DEA-DEC-0107,,,L0 Stage 2,l0/docs/reference/architecture.md | l0/docs/specs/compiler/stage2-contract.md,docs/decisions/0001-two-stage-architecture.md | l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0103,The final Stage 2 install prefix does not include or require an installed Stage 1 compiler.,CLI and distribution,Bootstrap and self-hosting,L0 Stage 2,Retained,Yes,DEA-DEC-0108,,,L0 Stage 2,l0/docs/specs/compiler/stage2-contract.md | l0/docs/user/README.md,l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,Covered as part of a broader ADR,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0104,The level Makefile is the canonical developer workflow layer rather than a second compiler driver.,Repository and process architecture,CLI and distribution,L0,Retained,Yes,DEA-DEC-0109,,,L0 | L0 Stage 2,l0/CLAUDE.md | l0/Makefile,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0105,"Selecting the repo-local l0c stage is explicit: only use-dev-stage1/use-dev-stage2 change the alias, while install targets do not.",Repository and process architecture,Repository and process architecture,L0,Retained,Yes,DEA-DEC-0110,,,L0 | L0 Stage 2,l0/CLAUDE.md | l0/docs/user/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0106,Repo-local compiler wrappers are checkout-relative and intentionally non-relocatable outside the repository.,CLI and distribution,Repository and process architecture,L0,Retained,Yes,DEA-DEC-0111,,,L0 | L0 Stage 2,l0/CLAUDE.md | l0/docs/specs/compiler/stage2-contract.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0107,"An installed Stage 2 prefix is relocatable and self-contained, with compiler launchers plus copied shared stdlib and runtime assets addressed relative to PREFIX.",CLI and distribution,Repository and process architecture,L0 Stage 2,Retained,Yes,DEA-DEC-0112,,,L0 Stage 2,l0/docs/specs/compiler/stage2-contract.md | l0/docs/user/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0108,"Install-time self-hosting scrubs inherited L0_SYSTEM, L0_RUNTIME_INCLUDE, and L0_RUNTIME_LIB so caller state cannot redirect bootstrap inputs.",Bootstrap and self-hosting,CLI and distribution,L0 Stage 2,Retained,Yes,DEA-DEC-0113,,,L0 Stage 2,l0/docs/specs/compiler/stage2-contract.md,l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0109,"Value-context && and || use the same structured short-circuit machinery as control-flow conditions, with branch-local ARC cleanup.",Ownership and memory safety,Backend and C emission | Language semantics,L0,Retained,Yes,DEA-DEC-0114,DEA-REL-0023,,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/c-backend-design.md | l0/docs/reference/ownership.md,l0/docs/decisions/0008-arc-ownership-model.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0110,Control-flow conditions are lowered through structured branching with evaluation-local ARC temporaries and per-iteration reevaluation.,Ownership and memory safety,Backend and C emission | Language semantics,L0,Retained,Yes,DEA-DEC-0115,,DEA-REL-0023,L0 | L0 Stage 1 and Stage 2,l0/docs/reference/c-backend-design.md | l0/docs/reference/ownership.md,l0/docs/decisions/0008-arc-ownership-model.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0111,Triple bootstrap builds Stage 2 through three generations and requires compiler-2 and compiler-3 retained C to be byte-identical.,Bootstrap and self-hosting,Backend and C emission,L0 Stage 2,Retained,Yes,DEA-DEC-0116,,,L0 Stage 2,l0/docs/reference/architecture.md | l0/docs/specs/compiler/stage1-contract.md,docs/decisions/0001-two-stage-architecture.md | l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,Directly covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0112,Compiler-2 and compiler-3 native binaries are compared byte-for-byte when the host toolchain can produce deterministic binaries.,Bootstrap and self-hosting,Portability,L0 Stage 2,Superseded,No,DEA-DEC-0117,,DEA-REL-0024 | DEA-REL-0025 | DEA-REL-0026,L0 Stage 2,l0/compiler/stage2_l0/tests/l0c_triple_bootstrap_test.py,l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,Partially covered,Yes,One atomic historical event.
