event_id,source_type,source_path,local_id,date,summary,primary_category,secondary_categories,scope,status,explicitness,confidence,evidence_section,line_start,line_end,evidence_paraphrase,alternatives,rationale,current_docs,related_adrs,canonical_id,adr_coverage,adr_recommendation,included_in_primary_total,reviewer_notes
DEA-DEC-0039,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-conversions-noref.md,D03,2026-02-27,"`std.string::byte_to_s` remains a one-character byte conversion, while numeric byte formatting and parsing use distinct explicit `std.text` APIs.",Standard library,,L0,Retained,Explicit,High,Behavior and Design Decisions,61,62,The plan preserves character-byte conversion and separates it from numeric byte conversion by name and module.,Make byte_to_s format a decimal number | Overload one conversion name by context,A byte can denote either a character code unit or a number; distinct APIs prevent contextual ambiguity.,l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,DEA-CANON-0036,Covered as part of a broader ADR,The stdlib boundary ADR plus API reference is sufficient.,Yes,
DEA-DEC-0040,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-conversions-noref.md,D04,2026-02-27,Numeric byte parsing validates the inclusive range 0 through 255 and returns null for invalid or out-of-range input rather than wrapping or saturating.,Standard library,Language semantics,L0,Retained,Explicit,High,Behavior and Design Decisions,63,64,"The parser reuses integer parsing, applies an explicit 0..255 range check, and returns null on failure.",Wrap modulo 256 | Saturate to the nearest byte value | Panic on invalid input,Optional failure preserves the byte range invariant without silent numeric distortion.,l0/docs/reference/standard-library.md,l0/docs/decisions/0003-integer-model.md,DEA-CANON-0037,Covered as part of a broader ADR,The fixed-width integer ADR and stdlib API reference are sufficient.,Yes,
DEA-DEC-0041,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-conversions-noref.md,D05,2026-02-27,Base-aware integer and byte text conversions support bases 2 through 16; invalid bases or invalid/overflowing parse input do not produce wrapped values.,Standard library,Language semantics,L0,Retained,Explicit,High,Assumptions and Defaults,116,120,The plan fixes the supported base interval at 2..16 and rejects invalid or out-of-range byte text with null.,"Support bases through 36 | Support only binary, decimal, and hexadecimal | Wrap on integer overflow",The restricted base alphabet matches the existing ASCII digit helpers and keeps bootstrap parsing small and deterministic.,l0/docs/reference/standard-library.md,l0/docs/decisions/0003-integer-model.md,DEA-CANON-0038,Covered as part of a broader ADR,Stable stdlib docs plus the integer ADR are sufficient.,Yes,
DEA-DEC-0042,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-text-split-helpers-noref.md,D01,2026-02-27,"`split_s` accepts a string separator and preserves empty tokens between, before, or after matches.",Standard library,,L0,Retained,Explicit,High,Behavior and Design Decisions,51,54,The plan selects string separators and keep-empty split semantics.,Split on one byte only | Drop empty tokens by default,String separators support compiler/text workloads and preserving empties avoids information loss.,l0/docs/reference/standard-library.md,,DEA-CANON-0039,ADR not warranted,Narrow stdlib helper semantics are fully represented in the API reference.,Yes,
DEA-DEC-0043,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-text-split-helpers-noref.md,D02,2026-02-27,Calling `split_s` with an empty separator is a runtime assertion failure.,Standard library,Runtime,L0,Retained,Explicit,High,Behavior and Design Decisions,53,54,The plan rejects an empty separator with a fixed assertion message.,Split into individual bytes | Return the whole input unchanged | Return an optional failure,"An empty substring has infinitely many match positions, so rejecting it avoids arbitrary semantics.",l0/docs/reference/standard-library.md,,DEA-CANON-0040,ADR not warranted,Keep in the stdlib API contract; no ADR.,Yes,
DEA-DEC-0044,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-text-split-helpers-noref.md,D03,2026-02-27,"`lines_s` uses LF as the line delimiter and strips one trailing CR from each resulting line, normalizing CRLF input.",Standard library,Portability,L0,Retained,Explicit,High,Behavior and Design Decisions,55,59,The selected line splitting policy is LF-based with per-line trailing CR removal.,Preserve CR bytes | Recognize CR as an independent line delimiter,The policy gives the same logical lines for Unix LF and Windows CRLF text.,l0/docs/reference/standard-library.md,,DEA-CANON-0041,ADR not warranted,Narrow portable text-helper behavior belongs in the stdlib reference.,Yes,
DEA-DEC-0045,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-text-split-helpers-noref.md,D04,2026-02-27,"`lines_s` maps an empty input string to an empty vector, not a vector containing one empty line.",Standard library,,L0,Retained,Explicit,High,Behavior and Design Decisions,55,59,The plan explicitly specifies zero lines for empty input.,Return one empty line,No input characters and no line terminator represent no lines in this API.,l0/docs/reference/standard-library.md,,DEA-CANON-0042,ADR not warranted,Narrow helper behavior; no ADR.,Yes,
DEA-DEC-0046,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-text-split-helpers-noref.md,D05,2026-02-27,A trailing final LF does not create an additional empty element in `lines_s`.,Standard library,,L0,Retained,Explicit,High,Behavior and Design Decisions,55,59,The plan explicitly suppresses a final empty line caused solely by a terminal newline.,Preserve a terminal empty line,The API treats a terminal newline as line termination rather than the start of another logical line.,l0/docs/reference/standard-library.md,,DEA-CANON-0043,ADR not warranted,Narrow helper behavior; no ADR.,Yes,
DEA-DEC-0047,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-text-split-helpers-noref.md,D06,2026-02-27,`replace_s` performs global non-overlapping replacement from left to right.,Standard library,,L0,Retained,Explicit,High,Behavior and Design Decisions,61,61,The replacement order and non-overlap rule are explicitly fixed.,Allow overlapping matches | Replace only the first match | Choose right-to-left matches,Left-to-right non-overlap is deterministic and matches conventional string replacement behavior.,l0/docs/reference/standard-library.md,,DEA-CANON-0044,ADR not warranted,Narrow helper behavior; no ADR.,Yes,
DEA-DEC-0048,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-string-text-split-helpers-noref.md,D07,2026-02-27,Calling `replace_s` with an empty old pattern is a runtime assertion failure.,Standard library,Runtime,L0,Retained,Explicit,High,Behavior and Design Decisions,62,62,The plan rejects an empty old pattern with a fixed assertion message.,Insert replacement at every boundary | Return the original string | Return an optional failure,Rejecting an empty pattern avoids ambiguous unbounded match-position semantics.,l0/docs/reference/standard-library.md,,DEA-CANON-0045,ADR not warranted,Narrow helper behavior; no ADR.,Yes,
DEA-DEC-0049,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D01,2026-02-27,"The public `std.time` model distinguishes wall-clock snapshots, monotonic snapshots, durations, and calendar date-times as separate value types.",Standard library,Runtime,L0,Retained,Explicit,High,Public API Changes / Added module: std.time,33,48,"The plan introduces distinct WallTime, MonotonicTime, Duration, and DateTime structures and operations.",Represent all time concepts as bare integer seconds | Use one tagged universal time structure,"Distinct types prevent accidental mixing of civil time, monotonic measurements, and elapsed duration.",l0/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,DEA-CANON-0046,Partially covered,Candidate P1 ADR: L0 time model and runtime boundary.,Yes,
DEA-DEC-0050,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D02,2026-02-27,"Runtime clock snapshots use a single out-pointer call returning sec/nsec together, preventing torn readings across multiple calls.",ABI and linking,Runtime | Standard library,L0,Retained,Explicit,High,Behavior and Design Decisions,59,67,"The plan selects one runtime call per reading, backed by RtTimeParts out-pointer functions.",Expose separate seconds and nanoseconds calls | Return only coarse integer seconds | Return a C struct by value,A one-call snapshot guarantees both components describe the same clock observation and keeps the FFI ABI simple.,l0/docs/reference/standard-library.md,l0/docs/decisions/0005-extern-func-ffi-boundary.md,DEA-CANON-0047,Partially covered,Include in a P1 time-model ADR.,Yes,
DEA-DEC-0051,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D03,2026-02-27,Fallible public `std.time` operations return optionals/null rather than panicking or exposing sentinel values.,Standard library,Runtime | Language semantics,L0,Retained,Explicit,High,Behavior and Design Decisions,63,63,"The public failure channel is explicitly optional null, not panic or sentinel.",Panic on clock/conversion failure | Return sentinel time fields | Expose bool plus out-parameter publicly,Optionals make platform and conversion failure explicit in ordinary L0 control flow.,l0/docs/reference/standard-library.md,,DEA-CANON-0048,Not covered,Include in a P1 time-model ADR.,Yes,
DEA-DEC-0052,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D04,2026-02-27,"When a monotonic clock is unsupported, the API reports false/null and never substitutes wall-clock time.",Runtime,Standard library | Portability,L0,Retained,Explicit,High,Behavior and Design Decisions,64,64,The plan explicitly rejects a wall-clock fallback for unsupported monotonic clocks.,Fall back transparently to wall time | Treat lack of monotonic support as a panic,A wall clock can jump and therefore cannot preserve monotonic duration semantics.,l0/docs/reference/standard-library.md,,DEA-CANON-0049,Not covered,Include in a P1 time-model ADR.,Yes,
DEA-DEC-0053,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D05,2026-02-27,UTC civil-calendar conversion is implemented with integer-only date arithmetic in L0 rather than delegated to the C runtime.,Runtime,Standard library | Portability,L0,Retained,Explicit,High,Behavior and Design Decisions,65,65,The plan places UTC civil date math in L0 and restricts it to integer arithmetic.,Delegate UTC conversion to libc `gmtime` | Expose raw Unix seconds only,Keeping deterministic UTC conversion in L0 avoids platform-specific libc representations and behavior.,l0/docs/reference/standard-library.md,l0/docs/decisions/0003-integer-model.md,DEA-CANON-0050,Not covered,Include in a P1 time-model ADR.,Yes,
DEA-DEC-0054,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D06,2026-02-27,Local calendar conversion delegates time-zone offset and DST lookup to the runtime at the source Unix second.,Runtime,Standard library | Portability,L0,Retained,Explicit,High,Behavior and Design Decisions,66,66,The selected runtime boundary supplies local UTC offset and DST metadata for the exact source second.,Implement a time-zone database in L0 | Use the current offset regardless of source timestamp,"Host facilities own local-zone policy, while querying at the source instant preserves historical DST correctness.",l0/docs/reference/standard-library.md,l0/docs/decisions/0005-extern-func-ffi-boundary.md,DEA-CANON-0051,Not covered,Include in a P1 time-model ADR.,Yes,
DEA-DEC-0055,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D07,2026-02-27,Nanosecond components are validated and normalized to the invariant `0 <= nsec < 1_000_000_000`.,Standard library,Runtime,L0,Retained,Explicit,High,Behavior and Design Decisions,67,67,The plan fixes the valid normalized nanosecond range.,Permit unnormalized sec/nsec pairs | Clamp invalid nanoseconds,"A canonical range makes comparison, subtraction, and calendar conversion deterministic.",l0/docs/reference/standard-library.md,,DEA-CANON-0052,Not covered,Include in a P1 time-model ADR.,Yes,
DEA-DEC-0056,Plan,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,D08,2026-02-27,The calendar model does not represent leap seconds; DateTime seconds remain in the range 0 through 59.,Standard library,Language semantics,L0,Retained,Explicit,High,Assumptions and Defaults,84,89,The plan expressly omits leap-second modeling and fixes the converted second range at 0..59.,Allow second 60 for leap seconds | Represent leap-second state separately,POSIX-style Unix time and the bootstrap conversion algorithm do not carry leap-second information.,l0/docs/reference/standard-library.md,,DEA-CANON-0053,Not covered,Include in a P1 time-model ADR.,Yes,
